end,val,accn,fy,fp,form,filed,frame,unit,item,fact,cik,start
2022-05-31,-1300000.0,0001104659-23-082069,2023,FY,10-K,2023-07-18,CY2021,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2021-06-01
2022-08-31,-3100000.0,0001104659-22-102374,2023,Q1,10-Q,2022-09-22,,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2022-06-01
2022-08-31,-3100000.0,0001104659-22-128706,2023,Q2,10-Q,2022-12-20,,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2022-06-01
2022-08-31,-3100000.0,0001104659-23-035153,2023,Q3,10-Q,2023-03-21,,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2022-06-01
2022-08-31,-3100000.0,0001104659-23-103944,2023,Q1,10-Q,2023-09-26,,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2022-06-01
2022-08-31,-3100000.0,0001104659-23-128321,2024,Q2,10-Q,2023-12-21,,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2022-06-01
2022-08-31,-3100000.0,0001104659-24-037408,2024,Q3,10-Q,2024-03-21,CY2022Q3,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2022-06-01
2022-11-30,-3200000.0,0001104659-22-128706,2023,Q2,10-Q,2022-12-20,,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2022-06-01
2022-11-30,-3200000.0,0001104659-23-128321,2024,Q2,10-Q,2023-12-21,,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2022-06-01
2022-11-30,-100000.0,0001104659-22-128706,2023,Q2,10-Q,2022-12-20,,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2022-09-01
2022-11-30,-100000.0,0001104659-23-035153,2023,Q3,10-Q,2023-03-21,,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2022-09-01
2022-11-30,-100000.0,0001104659-23-128321,2024,Q2,10-Q,2023-12-21,,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2022-09-01
2022-11-30,-100000.0,0001104659-24-037408,2024,Q3,10-Q,2024-03-21,CY2022Q4,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2022-09-01
2023-02-28,-2400000.0,0001104659-23-035153,2023,Q3,10-Q,2023-03-21,,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2022-06-01
2023-02-28,-2400000.0,0001104659-24-037408,2024,Q3,10-Q,2024-03-21,,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2022-06-01
2023-02-28,800000.0,0001104659-23-035153,2023,Q3,10-Q,2023-03-21,,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2022-12-01
2023-02-28,800000.0,0001104659-24-037408,2024,Q3,10-Q,2024-03-21,CY2023Q1,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2022-12-01
2023-05-31,-3900000.0,0001104659-23-082069,2023,FY,10-K,2023-07-18,CY2022,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2022-06-01
2023-08-31,15400000.0,0001104659-23-103944,2023,Q1,10-Q,2023-09-26,,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2023-06-01
2023-08-31,15400000.0,0001104659-23-128321,2024,Q2,10-Q,2023-12-21,,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2023-06-01
2023-08-31,15400000.0,0001104659-24-037408,2024,Q3,10-Q,2024-03-21,CY2023Q3,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2023-06-01
2023-11-30,15000000.0,0001104659-23-128321,2024,Q2,10-Q,2023-12-21,,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2023-06-01
2023-11-30,-400000.0,0001104659-23-128321,2024,Q2,10-Q,2023-12-21,,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2023-09-01
2023-11-30,-400000.0,0001104659-24-037408,2024,Q3,10-Q,2024-03-21,CY2023Q4,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2023-09-01
2024-02-29,14800000.0,0001104659-24-037408,2024,Q3,10-Q,2024-03-21,,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2023-06-01
2024-02-29,-200000.0,0001104659-24-037408,2024,Q3,10-Q,2024-03-21,CY2024Q1,USD,OtherComprehensiveIncomeLossNetOfTax,us-gaap,1750,2023-12-01
2011-08-31,-2400000.0,0001104659-12-065381,2013,Q1,10-Q,2012-09-25,CY2011Q3,USD,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,us-gaap,1750,2011-06-01
2011-11-30,-3500000.0,0001104659-12-085900,2013,Q2,10-Q,2012-12-21,,USD,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,us-gaap,1750,2011-06-01
2011-11-30,-1100000.0,0001104659-12-085900,2013,Q2,10-Q,2012-12-21,CY2011Q4,USD,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,us-gaap,1750,2011-09-01
2012-02-29,1300000.0,0001104659-13-023743,2013,Q3,10-Q,2013-03-22,,USD,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,us-gaap,1750,2011-06-01
2012-02-29,4800000.0,0001104659-13-023743,2013,Q3,10-Q,2013-03-22,CY2012Q1,USD,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,us-gaap,1750,2011-12-01
2012-08-31,3900000.0,0001104659-12-065381,2013,Q1,10-Q,2012-09-25,CY2012Q3,USD,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,us-gaap,1750,2012-06-01
2012-11-30,11900000.0,0001104659-12-085900,2013,Q2,10-Q,2012-12-21,,USD,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,us-gaap,1750,2012-06-01
2012-11-30,8000000.0,0001104659-12-085900,2013,Q2,10-Q,2012-12-21,CY2012Q4,USD,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,us-gaap,1750,2012-09-01
2013-02-28,13000000.0,0001104659-13-023743,2013,Q3,10-Q,2013-03-22,,USD,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,us-gaap,1750,2012-06-01
2013-02-28,1100000.0,0001104659-13-023743,2013,Q3,10-Q,2013-03-22,CY2013Q1,USD,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,us-gaap,1750,2012-12-01
2011-05-31,-7700000.0,0001047469-13-007797,2013,FY,10-K,2013-07-26,CY2010,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2010-06-01
2012-05-31,14200000.0,0001047469-13-007797,2013,FY,10-K,2013-07-26,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2011-06-01
2012-05-31,14200000.0,0001047469-14-006243,2014,FY,10-K,2014-07-17,CY2011,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2011-06-01
2013-05-31,-3400000.0,0001047469-13-007797,2013,FY,10-K,2013-07-26,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2012-06-01
2013-05-31,-3400000.0,0001047469-14-006243,2014,FY,10-K,2014-07-17,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2012-06-01
2013-05-31,-3400000.0,0001047469-15-006136,2015,FY,10-K,2015-07-15,CY2012,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2012-06-01
2014-05-31,1500000.0,0001047469-14-006243,2014,FY,10-K,2014-07-17,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2013-06-01
2014-05-31,1500000.0,0001047469-15-006136,2015,FY,10-K,2015-07-15,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2013-06-01
2014-05-31,1500000.0,0001047469-16-014299,2016,FY,10-K,2016-07-13,CY2013,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2013-06-01
2015-05-31,5900000.0,0001047469-15-006136,2015,FY,10-K,2015-07-15,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2014-06-01
2015-05-31,5900000.0,0001047469-16-014299,2016,FY,10-K,2016-07-13,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2014-06-01
2015-05-31,5900000.0,0001047469-17-004528,2017,FY,10-K,2017-07-12,CY2014,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2014-06-01
2016-05-31,4000000.0,0001047469-16-014299,2016,FY,10-K,2016-07-13,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2015-06-01
2016-05-31,4000000.0,0001047469-17-004528,2017,FY,10-K,2017-07-12,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2015-06-01
2016-05-31,4000000.0,0001047469-18-004978,2018,FY,10-K,2018-07-11,CY2015,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2015-06-01
2017-05-31,-5100000.0,0001047469-17-004528,2017,FY,10-K,2017-07-12,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2016-06-01
2017-05-31,-5100000.0,0001047469-18-004978,2018,FY,10-K,2018-07-11,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2016-06-01
2017-05-31,-5100000.0,0001047469-19-004266,2019,FY,10-K,2019-07-18,CY2016,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2016-06-01
2018-05-31,-5900000.0,0001047469-18-004978,2018,FY,10-K,2018-07-11,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2017-06-01
2018-05-31,-5900000.0,0001047469-19-004266,2019,FY,10-K,2019-07-18,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2017-06-01
2018-05-31,-5900000.0,0001104659-20-085310,2020,FY,10-K,2020-07-21,CY2017,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2017-06-01
2019-05-31,6500000.0,0001047469-19-004266,2019,FY,10-K,2019-07-18,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2018-06-01
2019-05-31,6500000.0,0001104659-20-085310,2020,FY,10-K,2020-07-21,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2018-06-01
2019-05-31,6500000.0,0001104659-21-094125,2021,FY,10-K,2021-07-21,CY2018,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2018-06-01
2020-05-31,3800000.0,0001104659-20-085310,2020,FY,10-K,2020-07-21,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2019-06-01
2020-05-31,3800000.0,0001104659-21-094125,2021,FY,10-K,2021-07-21,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2019-06-01
2020-05-31,3800000.0,0001104659-22-081498,2022,FY,10-K,2022-07-21,CY2019,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2019-06-01
2021-05-31,-20400000.0,0001104659-21-094125,2021,FY,10-K,2021-07-21,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2020-06-01
2021-05-31,-20400000.0,0001104659-22-081498,2022,FY,10-K,2022-07-21,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2020-06-01
2021-05-31,-20400000.0,0001104659-23-082069,2023,FY,10-K,2023-07-18,CY2020,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2020-06-01
2022-05-31,-5400000.0,0001104659-22-081498,2022,FY,10-K,2022-07-21,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2021-06-01
2022-05-31,-5400000.0,0001104659-23-082069,2023,FY,10-K,2023-07-18,CY2021,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2021-06-01
2023-05-31,1000000.0,0001104659-23-082069,2023,FY,10-K,2023-07-18,CY2022,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap,1750,2022-06-01
2020-08-31,-100000.0,0001104659-21-118843,2022,Q1,10-Q,2021-09-23,CY2020Q3,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBenefitPlanImprovementTaxEffect,us-gaap,1750,2020-06-01
2021-08-31,-100000.0,0001104659-21-118843,2022,Q1,10-Q,2021-09-23,CY2021Q3,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBenefitPlanImprovementTaxEffect,us-gaap,1750,2021-06-01
2011-05-31,-4100000.0,0001047469-13-007797,2013,FY,10-K,2013-07-26,CY2010,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2010-06-01
2012-05-31,7600000.0,0001047469-13-007797,2013,FY,10-K,2013-07-26,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2011-06-01
2012-05-31,7600000.0,0001047469-14-006243,2014,FY,10-K,2014-07-17,CY2011,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2011-06-01
2013-05-31,-1800000.0,0001047469-13-007797,2013,FY,10-K,2013-07-26,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2012-06-01
2013-05-31,-1800000.0,0001047469-14-006243,2014,FY,10-K,2014-07-17,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2012-06-01
2013-05-31,-1800000.0,0001047469-15-006136,2015,FY,10-K,2015-07-15,CY2012,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2012-06-01
2014-05-31,800000.0,0001047469-14-006243,2014,FY,10-K,2014-07-17,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2013-06-01
2014-05-31,800000.0,0001047469-15-006136,2015,FY,10-K,2015-07-15,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2013-06-01
2014-05-31,-800000.0,0001047469-16-014299,2016,FY,10-K,2016-07-13,CY2013,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2013-06-01
2015-05-31,3200000.0,0001047469-15-006136,2015,FY,10-K,2015-07-15,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2014-06-01
2015-05-31,-3200000.0,0001047469-16-014299,2016,FY,10-K,2016-07-13,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2014-06-01
2015-05-31,3200000.0,0001047469-17-004528,2017,FY,10-K,2017-07-12,CY2014,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2014-06-01
2016-05-31,-2100000.0,0001047469-16-014299,2016,FY,10-K,2016-07-13,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2015-06-01
2016-05-31,2100000.0,0001047469-17-004528,2017,FY,10-K,2017-07-12,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2015-06-01
2016-05-31,2100000.0,0001047469-18-004978,2018,FY,10-K,2018-07-11,CY2015,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2015-06-01
2017-05-31,-2800000.0,0001047469-17-004528,2017,FY,10-K,2017-07-12,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2016-06-01
2017-05-31,-2800000.0,0001047469-18-004978,2018,FY,10-K,2018-07-11,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2016-06-01
2017-05-31,-2800000.0,0001047469-19-004266,2019,FY,10-K,2019-07-18,CY2016,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2016-06-01
2018-05-31,-2400000.0,0001047469-18-004978,2018,FY,10-K,2018-07-11,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2017-06-01
2018-05-31,-2400000.0,0001047469-19-004266,2019,FY,10-K,2019-07-18,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2017-06-01
2018-05-31,-2400000.0,0001104659-20-085310,2020,FY,10-K,2020-07-21,CY2017,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2017-06-01
2019-05-31,1700000.0,0001047469-19-004266,2019,FY,10-K,2019-07-18,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2018-06-01
2019-05-31,1700000.0,0001104659-20-085310,2020,FY,10-K,2020-07-21,,USD,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap,1750,2018-06-01
